date,scheme,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2007-08-14,disagg,combined,gold,other_rept,40721,10881,47753,29840,3136,,,91,35,428617
2007-08-14,disagg,combined,gold,nonrept,53825,18542,,35283,469,,,,,428617
2007-08-21,disagg,combined,gold,prod_merc,66989,129005,,-62016,21400,,,19,20,418657
2007-08-21,disagg,combined,gold,swap,36508,70155,31838,-33647,16237,,,13,14,418657
2007-08-21,disagg,combined,gold,m_money,66002,22190,82230,43812,-24365,,,63,27,418657
2007-08-21,disagg,combined,gold,other_rept,35112,9499,51172,25613,-4227,,,90,41,418657
2007-08-21,disagg,combined,gold,nonrept,48806,22568,,26238,-9045,,,,,418657
2007-08-28,disagg,combined,gold,prod_merc,63998,135637,,-71639,-9623,,,20,21,407664
2007-08-28,disagg,combined,gold,swap,34051,67970,30942,-33919,-272,,,14,12,407664
2007-08-28,disagg,combined,gold,m_money,68510,15331,79324,53179,9367,,,63,21,407664
2007-08-28,disagg,combined,gold,other_rept,36699,9028,47485,27671,2058,,,87,33,407664
2007-08-28,disagg,combined,gold,nonrept,46655,21948,,24707,-1531,,,,,407664
2007-09-04,disagg,combined,gold,prod_merc,56352,145069,,-88717,-17078,,,19,27,432389
2007-09-04,disagg,combined,gold,swap,27118,75492,33372,-48374,-14455,,,11,16,432389
2007-09-04,disagg,combined,gold,m_money,91293,10842,77362,80451,27272,,,75,20,432389
2007-09-04,disagg,combined,gold,other_rept,40962,15426,50772,25536,-2135,,,88,43,432389
2007-09-04,disagg,combined,gold,nonrept,55157,24053,,31104,6397,,,,,432389
2007-09-11,disagg,combined,gold,prod_merc,52783,174378,,-121595,-32878,,,24,32,499547
2007-09-11,disagg,combined,gold,swap,29456,87334,45429,-57878,-9504,,,12,15,499547
2007-09-11,disagg,combined,gold,m_money,119444,7910,79417,111534,31083,,,90,20,499547
2007-09-11,disagg,combined,gold,other_rept,45946,15416,64555,30530,4994,,,100,41,499547
2007-09-11,disagg,combined,gold,nonrept,62517,25108,,37409,6305,,,,,499547
2007-09-18,disagg,combined,gold,prod_merc,53199,183988,,-130789,-9194,,,23,30,522636
2007-09-18,disagg,combined,gold,swap,31102,95566,44670,-64464,-6586,,,12,15,522636
2007-09-18,disagg,combined,gold,m_money,137497,6743,81849,130754,19220,,,100,22,522636
2007-09-18,disagg,combined,gold,other_rept,40760,12705,68854,28055,-2475,,,92,41,522636
2007-09-18,disagg,combined,gold,nonrept,64705,28260,,36445,-964,,,,,522636
2007-09-25,disagg,combined,gold,prod_merc,58900,208880,,-149980,-19191,,,22,30,550958
2007-09-25,disagg,combined,gold,swap,28160,104356,38934,-76196,-11732,,,11,15,550958
2007-09-25,disagg,combined,gold,m_money,159196,8344,89171,150852,20098,,,113,17,550958
2007-09-25,disagg,combined,gold,other_rept,48089,9444,61402,38645,10590,,,96,33,550958
2007-09-25,disagg,combined,gold,nonrept,67107,30428,,36679,234,,,,,550958
2007-10-02,disagg,combined,gold,prod_merc,56032,218921,,-162889,-12909,,,21,30,559674
2007-10-02,disagg,combined,gold,swap,28406,98937,36063,-70531,5665,,,12,14,559674
2007-10-02,disagg,combined,gold,m_money,171358,11097,94227,160261,9409,,,107,25,559674
2007-10-02,disagg,combined,gold,other_rept,43990,9339,65814,34651,-3994,,,99,36,559674
2007-10-02,disagg,combined,gold,nonrept,63783,25274,,38509,1830,,,,,559674
2007-10-09,disagg,combined,gold,prod_merc,56772,235385,,-178613,-15724,,,22,30,582150
2007-10-09,disagg,combined,gold,swap,25522,97308,38016,-71786,-1255,,,12,14,582150
2007-10-09,disagg,combined,gold,m_money,185345,7397,102176,177948,17687,,,111,16,582150
2007-10-09,disagg,combined,gold,other_rept,43667,9964,68944,33703,-948,,,99,41,582150
2007-10-09,disagg,combined,gold,nonrept,61708,22959,,38749,240,,,,,582150
2007-10-16,disagg,combined,gold,prod_merc,58172,242948,,-184776,-6163,,,22,29,623197
2007-10-16,disagg,combined,gold,swap,24640,104548,42573,-79908,-8122,,,13,13,623197
2007-10-16,disagg,combined,gold,m_money,197709,7659,103941,190050,12102,,,104,21,623197
2007-10-16,disagg,combined,gold,other_rept,45041,10307,83390,34734,1031,,,95,53,623197
2007-10-16,disagg,combined,gold,nonrept,67731,27831,,39900,1151,,,,,623197
2007-10-23,disagg,combined,gold,prod_merc,61367,238994,,-177627,7149,,,21,28,637345
2007-10-23,disagg,combined,gold,swap,27943,99802,45706,-71859,8049,,,13,12,637345
2007-10-23,disagg,combined,gold,m_money,187834,8117,120343,179717,-10333,,,102,22,637345
2007-10-23,disagg,combined,gold,other_rept,39528,9376,88842,30152,-4582,,,99,47,637345
2007-10-23,disagg,combined,gold,nonrept,65782,26165,,39617,-283,,,,,637345
2007-10-30,disagg,combined,gold,prod_merc,68360,261952,,-193592,-15965,,,23,26,673656
2007-10-30,disagg,combined,gold,swap,32065,99525,50053,-67460,4399,,,11,13,673656
2007-10-30,disagg,combined,gold,m_money,199189,7064,128552,192125,12408,,,103,22,673656
2007-10-30,disagg,combined,gold,other_rept,37772,8996,91457,28776,-1376,,,99,45,673656
2007-10-30,disagg,combined,gold,nonrept,66208,26058,,40150,533,,,,,673656
2007-11-06,disagg,combined,gold,prod_merc,76518,278885,,-202367,-8775,,,24,29,733716
2007-11-06,disagg,combined,gold,swap,30846,92999,56181,-62153,5307,,,12,12,733716
2007-11-06,disagg,combined,gold,m_money,204334,11239,149953,193095,970,,,103,28,733716
2007-11-06,disagg,combined,gold,other_rept,38300,8655,103098,29645,869,,,101,47,733716
2007-11-06,disagg,combined,gold,nonrept,74487,32706,,41781,1631,,,,,733716
2007-11-13,disagg,combined,gold,prod_merc,82878,276687,,-193809,8558,,,24,30,716152
2007-11-13,disagg,combined,gold,swap,29219,81759,63251,-52540,9613,,,13,12,716152
2007-11-13,disagg,combined,gold,m_money,189169,8126,144851,181043,-12052,,,96,23,716152
2007-11-13,disagg,combined,gold,other_rept,37814,9574,97903,28240,-1405,,,98,48,716152
2007-11-13,disagg,combined,gold,nonrept,71066,33999,,37067,-4714,,,,,716152
2007-11-20,disagg,combined,gold,prod_merc,88087,278129,,-190042,3767,,,29,31,673449
2007-11-20,disagg,combined,gold,swap,26004,67626,62395,-41622,10918,,,13,11,673449
2007-11-20,disagg,combined,gold,m_money,174430,7894,121126,166536,-14507,,,89,24,673449
2007-11-20,disagg,combined,gold,other_rept,35131,10116,100458,25015,-3225,,,99,44,673449
2007-11-20,disagg,combined,gold,nonrept,65819,25707,,40112,3045,,,,,673449
2007-11-27,disagg,combined,gold,prod_merc,97314,286887,,-189573,469,,,27,35,623013
2007-11-27,disagg,combined,gold,swap,32881,65142,41164,-32261,9361,,,13,11,623013
2007-11-27,disagg,combined,gold,m_money,165820,9088,110614,156732,-9804,,,84,23,623013
2007-11-27,disagg,combined,gold,other_rept,44149,12497,62936,31652,6637,,,90,26,623013
2007-11-27,disagg,combined,gold,nonrept,68136,34685,,33451,-6661,,,,,623013
2007-12-04,disagg,combined,gold,prod_merc,94181,274740,,-180559,9014,,,23,28,589490
2007-12-04,disagg,combined,gold,swap,30319,70002,32979,-39683,-7422,,,12,12,589490
2007-12-04,disagg,combined,gold,m_money,152930,5206,111099,147724,-9008,,,77,18,589490
2007-12-04,disagg,combined,gold,other_rept,41215,9430,65147,31785,133,,,90,39,589490
2007-12-04,disagg,combined,gold,nonrept,61620,20887,,40733,7282,,,,,589490
2007-12-11,disagg,combined,gold,prod_merc,86538,261809,,-175271,5288,,,23,28,595037
2007-12-11,disagg,combined,gold,swap,30515,80840,34219,-50325,-10642,,,12,10,595037
2007-12-11,disagg,combined,gold,m_money,158688,5255,114188,153433,5709,,,88,17,595037
2007-12-11,disagg,combined,gold,other_rept,40416,10266,68710,30150,-1635,,,96,37,595037
2007-12-11,disagg,combined,gold,nonrept,61763,19752,,42011,1278,,,,,595037
2007-12-18,disagg,combined,gold,prod_merc,86178,262211,,-176033,-762,,,22,29,605938
2007-12-18,disagg,combined,gold,swap,28477,77587,36506,-49110,1215,,,12,11,605938
2007-12-18,disagg,combined,gold,m_money,158884,8353,117982,150531,-2902,,,78,21,605938
2007-12-18,disagg,combined,gold,other_rept,42031,10016,71309,32015,1865,,,100,40,605938
2007-12-18,disagg,combined,gold,nonrept,64572,21975,,42597,586,,,,,605938
2007-12-24,disagg,combined,gold,prod_merc,90101,275542,,-185441,-9408,,,21,33,636180
2007-12-24,disagg,combined,gold,swap,31745,83903,37317,-52158,-3048,,,12,10,636180
2007-12-24,disagg,combined,gold,m_money,168628,7013,128510,161615,11084,,,90,18,636180
2007-12-24,disagg,combined,gold,other_rept,45373,9684,73183,35689,3674,,,101,42,636180
2007-12-24,disagg,combined,gold,nonrept,61323,21028,,40295,-2302,,,,,636180
2007-12-31,disagg,combined,gold,prod_merc,94136,286849,,-192713,-7272,,,19,31,671656
2007-12-31,disagg,combined,gold,swap,30166,91710,40468,-61544,-9386,,,11,12,671656
2007-12-31,disagg,combined,gold,m_money,187722,9320,132769,178402,16787,,,94,20,671656
2007-12-31,disagg,combined,gold,other_rept,44032,10623,75941,33409,-2280,,,93,43,671656
2007-12-31,disagg,combined,gold,nonrept,66422,23975,,42447,2152,,,,,671656
2008-01-08,disagg,combined,gold,prod_merc,91421,280250,,-188829,3884,,,21,31,712073
2008-01-08,disagg,combined,gold,swap,31687,105646,55738,-73959,-12415,,,11,13,712073
2008-01-08,disagg,combined,gold,m_money,197391,10974,132214,186417,8015,,,104,24,712073
2008-01-08,disagg,combined,gold,other_rept,43055,11469,89454,31586,-1823,,,97,43,712073
2008-01-08,disagg,combined,gold,nonrept,71111,26328,,44783,2336,,,,,712073
2008-01-15,disagg,combined,gold,prod_merc,95829,288494,,-192665,-3836,,,22,32,763873
2008-01-15,disagg,combined,gold,swap,34015,106430,74756,-72415,1544,,,12,12,763873
2008-01-15,disagg,combined,gold,m_money,201910,11009,140251,190901,4484,,,103,25,763873
2008-01-15,disagg,combined,gold,other_rept,44564,10937,102276,33627,2041,,,108,44,763873
2008-01-15,disagg,combined,gold,nonrept,70271,29719,,40552,-4231,,,,,763873
2008-01-22,disagg,combined,gold,prod_merc,85882,267234,,-181352,11313,,,22,32,729446
2008-01-22,disagg,combined,gold,swap,34662,110785,64086,-76123,-3708,,,12,12,729446
2008-01-22,disagg,combined,gold,m_money,198429,9548,124029,188881,-2020,,,102,20,729446
2008-01-22,disagg,combined,gold,other_rept,41037,11957,103498,29080,-4547,,,95,51,729446
2008-01-22,disagg,combined,gold,nonrept,77823,38308,,39515,-1037,,,,,729446
2008-01-29,disagg,combined,gold,prod_merc,85872,267580,,-181708,-356,,,23,31,644842
2008-01-29,disagg,combined,gold,swap,32484,112314,44121,-79830,-3707,,,10,11,644842
2008-01-29,disagg,combined,gold,m_money,194518,7828,92764,186690,-2191,,,98,21,644842
2008-01-29,disagg,combined,gold,other_rept,45151,11857,75738,33294,4214,,,90,40,644842
2008-01-29,disagg,combined,gold,nonrept,74194,32639,,41555,2040,,,,,644842
2008-02-05,disagg,combined,gold,prod_merc,78052,244644,,-166592,15116,,,25,32,616126
2008-02-05,disagg,combined,gold,swap,33315,124633,42096,-91318,-11488,,,12,14,616126
2008-02-05,disagg,combined,gold,m_money,194487,8738,86577,185749,-941,,,92,21,616126
2008-02-05,disagg,combined,gold,other_rept,43747,11653,73093,32094,-1200,,,99,37,616126
2008-02-05,disagg,combined,gold,nonrept,64759,24692,,40067,-1488,,,,,616126
2008-02-12,disagg,combined,gold,prod_merc,69211,235755,,-166544,48,,,26,33,608654
2008-02-12,disagg,combined,gold,swap,34142,126330,45567,-92188,-870,,,13,12,608654
2008-02-12,disagg,combined,gold,m_money,194404,11209,71888,183195,-2554,,,89,25,608654
2008-02-12,disagg,combined,gold,other_rept,48280,12328,80756,35952,3858,,,103,41,608654
2008-02-12,disagg,combined,gold,nonrept,64407,24822,,39585,-482,,,,,608654
2008-02-19,disagg,combined,gold,prod_merc,71708,247492,,-175784,-9240,,,25,35,632515
2008-02-19,disagg,combined,gold,swap,35124,126413,47703,-91289,899,,,11,13,632515
2008-02-19,disagg,combined,gold,m_money,204387,11006,71779,193381,10186,,,96,27,632515
2008-02-19,disagg,combined,gold,other_rept,47579,17087,85535,30492,-5460,,,111,42,632515
2008-02-19,disagg,combined,gold,nonrept,68701,25500,,43201,3616,,,,,632515
2008-02-26,disagg,combined,gold,prod_merc,72523,249532,,-177009,-1225,,,25,34,646391
2008-02-26,disagg,combined,gold,swap,37253,128403,48316,-91150,139,,,10,14,646391
2008-02-26,disagg,combined,gold,m_money,201838,10136,73124,191702,-1679,,,96,23,646391
2008-02-26,disagg,combined,gold,other_rept,52827,22437,84653,30390,-102,,,109,46,646391
2008-02-26,disagg,combined,gold,nonrept,75858,29792,,46066,2865,,,,,646391
2008-03-04,disagg,combined,gold,prod_merc,65558,238074,,-172516,4493,,,22,33,652339
2008-03-04,disagg,combined,gold,swap,39735,124573,53764,-84838,6312,,,13,11,652339
2008-03-04,disagg,combined,gold,m_money,194949,12834,76591,182115,-9587,,,98,25,652339
2008-03-04,disagg,combined,gold,other_rept,47994,20631,97215,27363,-3027,,,104,45,652339
2008-03-04,disagg,combined,gold,nonrept,76533,28657,,47876,1810,,,,,652339
2008-03-11,disagg,combined,gold,prod_merc,58746,238527,,-179781,-7265,,,16,26,653481
2008-03-11,disagg,combined,gold,swap,38864,121369,66140,-82505,2333,,,14,11,653481
2008-03-11,disagg,combined,gold,m_money,192807,10687,74925,182120,5,,,97,22,653481
2008-03-11,disagg,combined,gold,other_rept,48905,18237,99251,30668,3305,,,103,39,653481
2008-03-11,disagg,combined,gold,nonrept,73844,24344,,49500,1624,,,,,653481
2008-03-18,disagg,combined,gold,prod_merc,66661,254357,,-187696,-7915,,,23,31,677503
2008-03-18,disagg,combined,gold,swap,45261,111799,66982,-66538,15967,,,15,11,677503
2008-03-18,disagg,combined,gold,m_money,185864,11542,81137,174322,-7798,,,95,26,677503
2008-03-18,disagg,combined,gold,other_rept,47581,17542,108468,30039,-629,,,107,39,677503
2008-03-18,disagg,combined,gold,nonrept,75548,25676,,49872,372,,,,,677503
2008-03-25,disagg,combined,gold,prod_merc,65921,220898,,-154977,32719,,,23,29,621294
2008-03-25,disagg,combined,gold,swap,37011,106591,62182,-69580,-3042,,,13,13,621294
2008-03-25,disagg,combined,gold,m_money,173476,11632,70900,161844,-12478,,,87,22,621294
2008-03-25,disagg,combined,gold,other_rept,43822,15004,97513,28818,-1221,,,95,39,621294
2008-03-25,disagg,combined,gold,nonrept,70469,36575,,33894,-15978,,,,,621294
2008-04-01,disagg,combined,gold,prod_merc,65471,207540,,-142069,12908,,,20,24,527365
2008-04-01,disagg,combined,gold,swap,38730,101172,36837,-62442,7138,,,15,8,527365
2008-04-01,disagg,combined,gold,m_money,151345,10862,64132,140483,-21361,,,78,16,527365
2008-04-01,disagg,combined,gold,other_rept,41615,11779,72263,29836,1018,,,89,31,527365
2008-04-01,disagg,combined,gold,nonrept,56972,22780,,34192,298,,,,,527365
2008-04-08,disagg,combined,gold,prod_merc,64811,209456,,-144645,-2576,,,23,28,541247
2008-04-08,disagg,combined,gold,swap,38220,100501,39524,-62281,161,,,13,8,541247
2008-04-08,disagg,combined,gold,m_money,156457,13888,68942,142569,2086,,,81,18,541247
2008-04-08,disagg,combined,gold,other_rept,42652,10534,75780,32118,2282,,,88,36,541247
2008-04-08,disagg,combined,gold,nonrept,54861,22622,,32239,-1953,,,,,541247
2008-04-15,disagg,combined,gold,prod_merc,64277,219367,,-155090,-10445,,,22,29,560461
2008-04-15,disagg,combined,gold,swap,40657,103453,40736,-62796,-515,,,13,9,560461
2008-04-15,disagg,combined,gold,m_money,161728,11157,73311,150571,8002,,,80,19,560461
2008-04-15,disagg,combined,gold,other_rept,43030,12125,77826,30905,-1213,,,93,28,560461
2008-04-15,disagg,combined,gold,nonrept,58895,22485,,36410,4171,,,,,560461
2008-04-22,disagg,combined,gold,prod_merc,69245,224203,,-154958,132,,,22,29,560056
2008-04-22,disagg,combined,gold,swap,41385,99466,39422,-58081,4715,,,13,10,560056
2008-04-22,disagg,combined,gold,m_money,162435,11157,74341,151278,707,,,80,19,560056
2008-04-22,disagg,combined,gold,other_rept,40742,14214,77198,26528,-4377,,,88,33,560056
2008-04-22,disagg,combined,gold,nonrept,55288,20057,,35231,-1179,,,,,560056
2008-04-29,disagg,combined,gold,prod_merc,70964,213558,,-142594,12364,,,20,27,555068
2008-04-29,disagg,combined,gold,swap,44257,93236,40008,-48979,9102,,,13,9,555068
2008-04-29,disagg,combined,gold,m_money,155439,17386,70372,138053,-13225,,,75,26,555068
2008-04-29,disagg,combined,gold,other_rept,37200,10839,77242,26361,-167,,,85,36,555068
2008-04-29,disagg,combined,gold,nonrept,59586,32428,,27158,-8073,,,,,555068
2008-05-06,disagg,combined,gold,prod_merc,76829,215222,,-138393,4201,,,25,27,564330
2008-05-06,disagg,combined,gold,swap,44593,92857,44236,-48264,715,,,14,9,564330
2008-05-06,disagg,combined,gold,m_money,152671,22390,74351,130281,-7772,,,74,27,564330
2008-05-06,disagg,combined,gold,other_rept,35830,9016,80056,26814,453,,,86,35,564330
2008-05-06,disagg,combined,gold,nonrept,55763,26202,,29561,2403,,,,,564330
2008-05-13,disagg,combined,gold,prod_merc,77799,216381,,-138582,-189,,,23,26,569844
2008-05-13,disagg,combined,gold,swap,46159,88811,47904,-42652,5612,,,14,9,569844
2008-05-13,disagg,combined,gold,m_money,153583,28928,69233,124655,-5626,,,76,28,569844
2008-05-13,disagg,combined,gold,other_rept,38806,9643,81369,29163,2349,,,87,40,569844
2008-05-13,disagg,combined,gold,nonrept,54991,27575,,27416,-2145,,,,,569844
2008-05-20,disagg,combined,gold,prod_merc,69087,230168,,-161081,-22499,,,20,30,595544
2008-05-20,disagg,combined,gold,swap,37257,98698,56347,-61441,-18789,,,12,11,595544
2008-05-20,disagg,combined,gold,m_money,169720,13791,70849,155929,31274,,,89,18,595544
2008-05-20,disagg,combined,gold,other_rept,41871,12005,88358,29866,703,,,92,41,595544
2008-05-20,disagg,combined,gold,nonrept,62055,25328,,36727,9311,,,,,595544
2008-05-27,disagg,combined,gold,prod_merc,60619,215539,,-154920,6161,,,19,27,526321
2008-05-27,disagg,combined,gold,swap,34913,103300,31834,-68387,-6946,,,12,11,526321
2008-05-27,disagg,combined,gold,m_money,171338,18399,58617,152939,-2990,,,89,17,526321
2008-05-27,disagg,combined,gold,other_rept,48411,8584,59485,39827,9961,,,79,32,526321
2008-05-27,disagg,combined,gold,nonrept,61104,30563,,30541,-6186,,,,,526321
2008-06-03,disagg,combined,gold,prod_merc,61710,208240,,-146530,8390,30.3,-0.67,19,27,498320
2008-06-03,disagg,combined,gold,swap,37908,97764,30407,-59856,8531,32.2,-0.48,14,11,498320
2008-06-03,disagg,combined,gold,m_money,160487,20707,55906,139780,-13159,67.8,0.72,79,22,498320
2008-06-03,disagg,combined,gold,other_rept,39200,7268,57316,31932,-7895,61.1,0.28,78,31,498320
2008-06-03,disagg,combined,gold,nonrept,55387,20711,,34676,4135,29.3,-0.35,,,498320
2008-06-10,disagg,combined,gold,prod_merc,59329,190989,,-131660,14870,35.7,-0.34,20,25,500937
2008-06-10,disagg,combined,gold,swap,43541,98369,32390,-54828,5028,39.5,-0.19,14,10,500937
2008-06-10,disagg,combined,gold,m_money,148372,28865,58521,119507,-20273,63.3,0.35,77,23,500937
2008-06-10,disagg,combined,gold,other_rept,40547,8120,63007,32427,495,67.1,0.41,80,32,500937
2008-06-10,disagg,combined,gold,nonrept,55229,20675,,34554,-122,29.0,-0.37,,,500937
2008-06-17,disagg,combined,gold,prod_merc,62494,190362,,-127868,3792,38.2,-0.25,19,25,499699
2008-06-17,disagg,combined,gold,swap,38689,101356,35159,-62667,-7839,23.1,-0.64,14,9,499699
2008-06-17,disagg,combined,gold,m_money,141686,18591,58324,123095,3588,63.7,0.41,78,24,499699
2008-06-17,disagg,combined,gold,other_rept,40007,8366,66661,31641,-786,57.1,0.21,86,34,499699
2008-06-17,disagg,combined,gold,nonrept,56680,20881,,35799,1245,38.2,-0.15,,,499699
2008-06-24,disagg,combined,gold,prod_merc,62585,185673,,-123088,4780,40.7,-0.14,20,26,520630
2008-06-24,disagg,combined,gold,swap,40310,109701,36530,-69391,-6724,16.4,-1.03,14,10,520630
2008-06-24,disagg,combined,gold,m_money,148106,23449,57900,124657,1562,65.0,0.44,79,26,520630
2008-06-24,disagg,combined,gold,other_rept,42592,11674,70424,30918,-723,52.8,0.02,95,32,520630
2008-06-24,disagg,combined,gold,nonrept,62182,25278,,36904,1105,45.3,0.04,,,520630
2008-07-01,disagg,combined,gold,prod_merc,67403,209382,,-141979,-18891,32.9,-0.57,21,30,570018
2008-07-01,disagg,combined,gold,swap,33563,128164,38114,-94601,-25210,0.5,-2.41,12,12,570018
2008-07-01,disagg,combined,gold,m_money,180597,17634,57884,162963,38306,81.9,1.13,95,19,570018
2008-07-01,disagg,combined,gold,other_rept,46325,15870,75965,30455,-463,45.8,-0.1,95,41,570018
